1,,50956,5,43,05:47.629
2,MMMMM,790,1,4,00:27.216
3,iiiii,120,1,1,00:05.432
3,,120,1,1,00:10.517
5,,0,1,0,00:01.117
5,,0,1,0,00:01.300
5,,0,1,0,00:01.732
5,,0,1,0,00:01.065
5,,0,1,0,00:01.715
